taxid,ko
10255,K24601
10256,K24601
160796,K24601
28874,K24601
10245,K24601
28871,K24601
619591,K24601
28873,K24601
12643,K24601
10243,K24602
10255,K24602
10256,K24602
160796,K24602
28874,K24602
10245,K24602
28871,K24602
619591,K24602
28873,K24602
12643,K24602
10243,K24605
10255,K24605
10256,K24605
160796,K24605
28874,K24605
10245,K24605
28871,K24605
619591,K24605
28873,K24605
12643,K24605
10243,K24607
10255,K24607
10256,K24607
160796,K24607
28874,K24607
10245,K24607
28871,K24607
619591,K24607
28873,K24607
12643,K24607
10243,K24608
10255,K24608
10256,K24608
160796,K24608
28874,K24608
10245,K24608
28871,K24608
619591,K24608
28873,K24608
12643,K24608
1076255,K21529
10243,K21529
10255,K21529
10256,K21529
160796,K21529
28874,K21529
10245,K21529
28871,K21529
619591,K21529
28873,K21529
12643,K21529
10243,K24600
10255,K24600
10256,K24600
160796,K24600
28874,K24600
10245,K24600
28871,K24600
619591,K24600
28873,K24600
12643,K24600
10243,K24603
10255,K24603
10256,K24603
160796,K24603
28874,K24603
10245,K24603
28871,K24603
619591,K24603
28873,K24603
12643,K24603
10243,K24604
10255,K24604
10256,K24604
160796,K24604
28874,K24604
10245,K24604
28871,K24604
619591,K24604
28873,K24604
12643,K24604
10243,K24599
10255,K24599
10256,K24599
160796,K24599
28874,K24599
10245,K24599
28871,K24599
619591,K24599
28873,K24599
12643,K24599
10243,K24606
10255,K24606
10256,K24606
160796,K24606
28874,K24606
10245,K24606
28871,K24606
619591,K24606
28873,K24606
12643,K24606
10335,K24958
10366,K12970
542343,K21504
166056,K21504
170617,K21504
208973,K21504
224399,K21504
28321,K21504
10288,K21504
1293539,K21504
1293572,K21504
58094,K21504
35254,K21504
1987479,K21504
74320,K21504
78219,K21504
1346829,K21504
307444,K21504
1580580,K21504
1546257,K21504
1592335,K21504
1592576,K21504
1642929,K21504
1675862,K21504
10454,K21504
2072024,K21504
1675866,K21504
74660,K21504
268591,K21504
320432,K21504
28288,K21504
1962501,K21504
56947,K21504
31507,K21504
332054,K21504
10455,K21504
1307956,K21504
208013,K21504
566270,K21504
262177,K21504
28289,K21504
70600,K21504
51313,K21504
207830,K21504
204440,K21504
283675,K18963
489830,K18963
542343,K18963
362830,K18963
307461,K18963
166056,K18963
46015,K18963
101850,K18963
51677,K18963
170617,K18963
208973,K18963
224399,K18963
10449,K18963
58094,K18963
1367203,K18963
271108,K18963
35254,K18963
207830,K18963
1986291,K18963
1987479,K18963
74320,K18963
78219,K18963
1346829,K18963
307444,K18963
1580580,K18963
1592335,K18963
1592576,K18963
307454,K18963
1642929,K18963
1675865,K18963
1675862,K18963
1563660,K18963
1750712,K18963
10454,K18963
2072024,K18963
1850906,K18963
111874,K18963
249151,K18963
74660,K18963
268591,K18963
262175,K18963
1675866,K18963
320432,K18963
28288,K18963
1962501,K18963
56947,K18963
204507,K18963
1307954,K18963
31507,K18963
161494,K18963
1307957,K18963
332054,K18963
10455,K18963
1307956,K18963
59376,K18963
359919,K18963
490711,K18963
208013,K18963
566270,K18963
307467,K18963
36355,K18963
166921,K18963
262177,K18963
98383,K18963
28289,K18963
70600,K18963
130556,K18963
51313,K18963
46242,K18963
192584,K18963
204440,K18963
542343,K21243
307461,K21243
46015,K21243
101850,K21243
208973,K21243
224399,K21243
10449,K21243
271108,K21243
58094,K21243
1367203,K21243
1987479,K21243
74320,K21243
78219,K21243
1346829,K21243
1580580,K21243
1592335,K21243
1592576,K21243
1642929,K21243
1675865,K21243
1563660,K21243
10454,K21243
1675866,K21243
1850906,K21243
74660,K21243
320432,K21243
28288,K21243
1962501,K21243
1307954,K21243
31507,K21243
161494,K21243
1307957,K21243
332054,K21243
10455,K21243
1307956,K21243
59376,K21243
490711,K21243
208013,K21243
566270,K21243
307467,K21243
166921,K21243
262177,K21243
70600,K21243
51313,K21243
46242,K21243
207830,K21243
204440,K21243
46015,K21241
101850,K21241
208973,K21241
271108,K21241
58094,K21241
1987479,K21241
1592576,K21241
1850906,K21241
74660,K21241
28288,K21241
1307954,K21241
31507,K21241
161494,K21241
262177,K21241
70600,K21241
46015,K20741
283675,K21242
489830,K21242
542343,K21242
362830,K21242
307461,K21242
166056,K21242
46015,K21242
101850,K21242
51677,K21242
170617,K21242
208973,K21242
224399,K21242
10449,K21242
58094,K21242
1367203,K21242
271108,K21242
35254,K21242
1986291,K21242
1987479,K21242
74320,K21242
78219,K21242
1346829,K21242
307444,K21242
1580580,K21242
1592335,K21242
1592576,K21242
307454,K21242
1642929,K21242
1675865,K21242
1675862,K21242
1563660,K21242
1750712,K21242
10454,K21242
2072024,K21242
1675866,K21242
1850906,K21242
249151,K21242
74660,K21242
320432,K21242
28288,K21242
1962501,K21242
56947,K21242
204507,K21242
1307954,K21242
31507,K21242
161494,K21242
1307957,K21242
332054,K21242
10455,K21242
1307956,K21242
59376,K21242
359919,K21242
490711,K21242
208013,K21242
566270,K21242
307467,K21242
111874,K21242
36355,K21242
166921,K21242
262177,K21242
98383,K21242
28289,K21242
70600,K21242
51313,K21242
46242,K21242
207830,K21242
192584,K21242
204440,K21242
46015,K21233
101850,K21233
208973,K21233
271108,K21233
58094,K21233
1987479,K21233
1592576,K21233
1850906,K21233
74660,K21233
28288,K21233
1307954,K21233
31507,K21233
161494,K21233
262177,K21233
70600,K21233
542343,K21244
307461,K21244
46015,K21244
101850,K21244
208973,K21244
224399,K21244
10449,K21244
271108,K21244
58094,K21244
1367203,K21244
1987479,K21244
74320,K21244
78219,K21244
1346829,K21244
1580580,K21244
1592335,K21244
1592576,K21244
1642929,K21244
1675865,K21244
1563660,K21244
10454,K21244
1675866,K21244
1850906,K21244
74660,K21244
320432,K21244
28288,K21244
1962501,K21244
1307954,K21244
31507,K21244
161494,K21244
1307957,K21244
332054,K21244
10455,K21244
1307956,K21244
59376,K21244
490711,K21244
208013,K21244
566270,K21244
307467,K21244
166921,K21244
262177,K21244
70600,K21244
51313,K21244
46242,K21244
207830,K21244
204440,K21244
46015,K24587
101850,K24587
208973,K24587
271108,K24587
58094,K24587
1987479,K24587
1592576,K24587
1675862,K24587
1850906,K24587
74660,K24587
268591,K24587
28288,K24587
134394,K24587
2083176,K24587
1307954,K24587
31507,K24587
161494,K24587
262177,K24587
70600,K24587
1094892,K21236
1269028,K21236
212035,K21236
1917232,K21865
322019,K21865
46021,K21865
10506,K21865
37665,K21865
10381,K22623
10280,K22624
10280,K23391
10280,K23391
10390,K22625
10390,K22625
1504288,K24586
138184,K24586
91740,K24586
10398,K24586
35252,K24586
2880542,K18969
2884419,K18969
2880537,K18969
2880541,K18969
2884426,K18969
2884421,K18969
1406792,K18969
2880540,K18969
2884420,K18969
1406790,K18969
1691954,K18969
1718161,K18969
1610832,K18969
1610833,K18969
10757,K21237
10747,K21237
1309583,K21237
1734382,K21237
1874001,K21237
1874002,K21237
1874000,K21237
10748,K21237
338473,K21237
2484217,K21237
2484218,K21237
1909400,K21237
1981931,K21237
1983461,K21237
1983413,K21237
2023949,K21237
2023950,K21237
2022474,K21237
2315470,K21237
2500808,K21237
2500809,K21237
2500810,K21237
2591398,K21237
2662127,K21237
2662128,K21237
2495532,K21237
2736266,K21237
1807511,K21237
10753,K21237
2884424,K21237
2679898,K21237
10778,K21237
2885909,K21038
260586,K25500
1076759,K25501
1558467,K25501
1558469,K25501
260372,K25501
260827,K25501
10730,K01143
97081,K01143
1150869,K01143
1124655,K01143
1147146,K01143
984186,K01143
1498227,K01143
10713,K01143
1225789,K01143
1660365,K01143
196242,K01143
1458706,K01143
936054,K01143
1675531,K01143
1647463,K01143
194948,K01143
194949,K01143
1416032,K01143
10710,K01143
1660368,K01143
482822,K01143
379329,K01143
2590400,K01143
1983463,K01143
2108115,K01143
1855815,K01143
1855816,K01143
1792289,K01143
1226255,K01143
1792287,K01143
1147722,K01143
254397,K01143
1226263,K01143
1226262,K01143
2686055,K01143
2686049,K01143
2742949,K01143
2742956,K01143
2282412,K01143
2686050,K01143
2742953,K01143
2686053,K01143
2742957,K01143
489779,K01143
563769,K01143
564886,K01143
1054461,K21239
1604356,K21239
1239384,K21239
942016,K21239
1051675,K21239
754046,K21239
1173762,K21239
1173761,K21239
1416009,K21239
1429767,K21239
1414738,K21239
1414738,K21239
1414738,K21239
1477404,K21239
1395983,K21239
1391223,K21239
1563661,K21239
1540097,K21239
1458848,K21239
1664247,K21239
1852641,K21239
2886925,K21239
490913,K21239
490912,K21239
2886926,K21507
700939,K18943
2919552,K18943
2919549,K18943
444860,K18943
445700,K18943
445683,K18943
444859,K18943
444862,K18943
445696,K18943
444878,K18943
445684,K18943
445686,K18943
444861,K18943
445685,K18943
445688,K18943
1002725,K18943
1026955,K18943
10665,K18943
1049283,K18943
1141138,K18943
1141141,K18943
1079999,K18943
1079998,K18943
1052121,K18943
1054834,K18943
1054480,K18943
1204516,K18943
1198013,K18943
1206558,K18943
1129147,K18943
1087482,K18943
869724,K18943
1283076,K18943
12353,K18943
754037,K18943
754042,K18943
869662,K18943
536466,K18943
1198014,K18943
536444,K18943
536474,K18943
115992,K18943
536453,K18943
754038,K18943
754039,K18943
1307804,K18943
50948,K18943
1262539,K18943
1455074,K18943
1340812,K18943
1340810,K18943
926067,K18943
1481112,K18943
1495285,K18943
1430444,K18943
1391224,K18943
1204522,K18943
69609,K18943
1527524,K18943
31533,K18943
1357714,K18943
1541825,K18943
1551641,K18943
1222338,K18943
1445860,K18943
1493514,K18943
1493509,K18943
1493512,K18943
1493511,K18943
1493510,K18943
1493513,K18943
1493508,K18943
1357423,K18943
1204531,K18943
1206560,K18943
1351740,K18943
1540095,K18943
1434323,K18943
75320,K18943
36339,K18943
66711,K18943
2907963,K18943
1720504,K18943
1698360,K18943
1608310,K18943
2880362,K18943
1675607,K18943
1636250,K18943
1327935,K18943
1720500,K18943
1589265,K18943
1610855,K18943
1673871,K18943
1567026,K18943
1567027,K18943
1567028,K18943
1720494,K18943
1429794,K18943
1647405,K18943
1542477,K18943
1567029,K18943
1673887,K18943
1701810,K18943
1675602,K18943
1655305,K18943
1863008,K18943
1815631,K18943
1863007,K18943
1863009,K18943
1837867,K18943
1852625,K18943
1863011,K18943
1654926,K18943
1871313,K18943
1654928,K18943
1815590,K18943
1278479,K18943
687803,K18943
1883367,K18943
1883365,K18943
1883366,K18943
1883369,K18943
1883368,K18943
1837931,K18943
1837930,K18943
1815522,K18943
238854,K18943
268746,K18943
268747,K18943
115991,K18943
321023,K18943
1508678,K18943
1508681,K18943
2005047,K18943
2024320,K18943
2041413,K18943
2267236,K18943
2024308,K18943
2024309,K18943
1720496,K18943
1720497,K18943
2911441,K18943
382359,K18943
45406,K18943
448384,K18943
293178,K18943
2079276,K18943
2716728,K18943
2716727,K18943
1651202,K18943
1651199,K18943
2163890,K18943
1651198,K18943
10692,K18943
10666,K18943
2420240,K18943
2025815,K18943
2576882,K18943
2025816,K18943
2750846,K18943
2696339,K18943
2079315,K18943
2508179,K18943
2081604,K18943
2502303,K18943
2502301,K18943
2502306,K18943
2508181,K18943
2724310,K18943
2508180,K18943
2218499,K18943
2750850,K18943
2184699,K18943
2508177,K18943
2750851,K18943
2315580,K18943
1837875,K18943
2060720,K18943
2060721,K18943
2697536,K18943
2697537,K18943
2697539,K18943
1932889,K18943
2025823,K18943
2656520,K18943
2716729,K18943
2591056,K18943
2591063,K18943
2024321,K18943
1913049,K18943
2052930,K18943
2321390,K18943
2691085,K18943
1651196,K18943
1777059,K18943
1913572,K18943
1970776,K18943
2052932,K18943
2052931,K18943
1892569,K18943
2340715,K18943
2108137,K18943
2163889,K18943
2234047,K18943
2234080,K18943
2315700,K18943
2448909,K18943
2479933,K18943
2712972,K18943
10693,K18943
1914209,K18943
576789,K18943
576790,K18943
555387,K18943
707757,K18943
698728,K18943
329381,K18943
645664,K18943
879628,K18943
879630,K18943
762660,K18943
760732,K18943
709484,K18943
760939,K18943
669008,K21534
110457,K21534
1239382,K21534
1407608,K21534
1536611,K21534
1572753,K21534
1572754,K21534
1805464,K21534
1805465,K21534
1543199,K21534
529929,K21534
532074,K21534
47049,K21534
10759,K21534
1002725,K19796
10665,K19796
1141141,K19796
1054834,K19796
1054480,K19796
1198013,K19796
1087482,K19796
1198014,K19796
1455074,K19796
1481112,K19796
1495285,K19796
1204522,K19796
69609,K19796
31533,K19796
1551641,K19796
1445860,K19796
2907963,K19796
321023,K19796
2911441,K19796
45406,K19796
10693,K19796
1914209,K19796
879628,K19796
709484,K19796
1002725,K21521
10665,K21521
1141141,K21521
1054834,K21521
1054480,K21521
1495285,K21521
1204522,K21521
69609,K21521
31533,K21521
1551641,K21521
1206560,K21521
1351740,K21521
1434323,K21521
36339,K21521
66711,K21521
1720504,K21521
1698360,K21521
1720500,K21521
1720494,K21521
1863008,K21521
1863007,K21521
1863009,K21521
1837867,K21521
1852625,K21521
1654926,K21521
1654928,K21521
1815590,K21521
45406,K21521
10693,K21521
1914209,K21521
700939,K19797
2919549,K19797
1002725,K19797
10665,K19797
1049283,K19797
1141141,K19797
1052121,K19797
1054834,K19797
1054480,K19797
1204516,K19797
1198013,K19797
1206558,K19797
1087482,K19797
12353,K19797
1198014,K19797
1455074,K19797
1481112,K19797
1495285,K19797
1430444,K19797
1391224,K19797
1204522,K19797
69609,K19797
31533,K19797
1541825,K19797
1551641,K19797
1445860,K19797
2907963,K19797
321023,K19797
2911441,K19797
45406,K19797
293178,K19797
10693,K19797
1914209,K19797
576790,K19797
698728,K19797
645664,K19797
879628,K19797
762660,K19797
760732,K19797
709484,K19797
760939,K19797
700939,K18942
2919552,K18942
2919552,K18942
2919549,K18942
2919549,K18942
444860,K18942
445700,K18942
445683,K18942
444859,K18942
444862,K18942
445696,K18942
444878,K18942
445684,K18942
445686,K18942
444861,K18942
445685,K18942
445688,K18942
1987993,K18942
1002725,K18942
1026955,K18942
2885915,K18942
1080800,K18942
2885911,K18942
2886902,K18942
10665,K18942
1049283,K18942
1049283,K18942
1229752,K18942
1141136,K18942
1141138,K18942
1141141,K18942
1079998,K18942
926589,K18942
1052121,K18942
1054834,K18942
1054480,K18942
1147094,K18942
1108865,K18942
1204516,K18942
1204516,K18942
1198013,K18942
1198013,K18942
1206558,K18942
1204528,K18942
1262513,K18942
1129147,K18942
1087482,K18942
869724,K18942
1283076,K18942
12353,K18942
754037,K18942
889956,K18942
754042,K18942
929832,K18942
869662,K18942
536466,K18942
1198014,K18942
1198014,K18942
536444,K18942
536474,K18942
115992,K18942
536453,K18942
754038,K18942
1307804,K18942
2169687,K18942
50948,K18942
1406794,K18942
1262539,K18942
1455074,K18942
1340812,K18942
1340810,K18942
926067,K18942
1458849,K18942
1406795,K18942
1446492,K18942
1481112,K18942
1481112,K18942
1495285,K18942
1430444,K18942
1391224,K18942
1527770,K18942
1555202,K18942
1204522,K18942
69609,K18942
1527524,K18942
31533,K18942
1357714,K18942
1541825,K18942
1204523,K18942
1551641,K18942
1222338,K18942
1445860,K18942
1493514,K18942
1493509,K18942
1493512,K18942
1493511,K18942
1493510,K18942
454798,K18942
1493513,K18942
1493508,K18942
1357423,K18942
1564096,K18942
1204531,K18942
1206560,K18942
1273738,K18942
1439894,K18942
1351740,K18942
1540095,K18942
1434323,K18942
75320,K18942
722418,K18942
722417,K18942
36339,K18942
66711,K18942
2907963,K18942
2907963,K18942
1720504,K18942
1589733,K18942
1636182,K18942
1698360,K18942
1608310,K18942
2880362,K18942
1675607,K18942
1636250,K18942
1327935,K18942
1720500,K18942
1589265,K18942
1610855,K18942
1673871,K18942
1567026,K18942
1567027,K18942
1567028,K18942
1720494,K18942
1429794,K18942
1647405,K18942
1542477,K18942
1567029,K18942
1211280,K18942
1211280,K18942
1673887,K18942
1701810,K18942
1675602,K18942
1655305,K18942
1785960,K18942
1863008,K18942
1852628,K18942
1815631,K18942
1863007,K18942
1863009,K18942
1837867,K18942
1852625,K18942
1863011,K18942
1654926,K18942
1871313,K18942
1654928,K18942
1815590,K18942
1868654,K18942
1278479,K18942
687803,K18942
1883367,K18942
1883365,K18942
1883366,K18942
1541686,K18942
1883369,K18942
1883368,K18942
1837931,K18942
1837930,K18942
1815522,K18942
1815521,K18942
1868169,K18942
238854,K18942
268746,K18942
268747,K18942
115991,K18942
321023,K18942
321023,K18942
1508678,K18942
1508681,K18942
2005047,K18942
2006941,K18942
2024320,K18942
2041413,K18942
2267236,K18942
2024308,K18942
2024309,K18942
1720496,K18942
1720497,K18942
2911441,K18942
2911441,K18942
382359,K18942
45406,K18942
2070028,K18942
2587809,K18942
2696340,K18942
448384,K18942
293178,K18942
2079276,K18942
2716728,K18942
2716727,K18942
1651202,K18942
1651199,K18942
2163890,K18942
1651198,K18942
10692,K18942
10666,K18942
2420240,K18942
2025815,K18942
2576882,K18942
2025816,K18942
2750846,K18942
2696339,K18942
2079315,K18942
2508179,K18942
2081604,K18942
2502303,K18942
2502301,K18942
2502306,K18942
2508181,K18942
2724310,K18942
2508180,K18942
2218499,K18942
2750850,K18942
2184699,K18942
2508177,K18942
2750851,K18942
2315580,K18942
1837875,K18942
2060720,K18942
2060721,K18942
2697536,K18942
2697537,K18942
2697539,K18942
1932889,K18942
2025823,K18942
2656520,K18942
2716729,K18942
2591056,K18942
2591063,K18942
2024321,K18942
1913049,K18942
2052930,K18942
2321390,K18942
2691085,K18942
1651196,K18942
1777059,K18942
1913572,K18942
1965363,K18942
1970776,K18942
2083276,K18942
2052932,K18942
2052931,K18942
1892569,K18942
2025809,K18942
2006942,K18942
2340715,K18942
2065203,K18942
2108137,K18942
2163887,K18942
2163889,K18942
2163891,K18942
2163633,K18942
2234047,K18942
2234080,K18942
2315700,K18942
2448909,K18942
2479933,K18942
2499909,K18942
2712972,K18942
10693,K18942
1914209,K18942
576789,K18942
576789,K18942
576790,K18942
555387,K18942
637730,K18942
665032,K18942
707757,K18942
698728,K18942
329381,K18942
645664,K18942
879628,K18942
879628,K18942
879630,K18942
762660,K18942
762660,K18942
760732,K18942
760732,K18942
709484,K18942
760939,K18942
760939,K18942
1002725,K20841
10665,K20841
1141141,K20841
1054834,K20841
1054480,K20841
1495285,K20841
1204522,K20841
69609,K20841
31533,K20841
1551641,K20841
1206560,K20841
1351740,K20841
1434323,K20841
36339,K20841
66711,K20841
1720504,K20841
1720500,K20841
1720494,K20841
45406,K20841
10693,K20841
1914209,K20841
1002725,K20842
10665,K20842
69609,K20842
31533,K20842
1206560,K20842
1351740,K20842
36339,K20842
66711,K20842
1720500,K20842
45406,K20842
10693,K20842
1914209,K20842
700939,K18950
2919552,K18950
2919549,K18950
977927,K18950
444861,K18950
1002725,K18950
1026955,K18950
2885915,K18950
2885911,K18950
10665,K18950
2681605,K18950
1204539,K18950
1229752,K18950
1141136,K18950
1141138,K18950
1141141,K18950
941058,K18950
1052121,K18950
1054834,K18950
1054480,K18950
2881391,K18950
1147094,K18950
1204516,K18950
1198013,K18950
1206558,K18950
1206557,K18950
1129147,K18950
1087482,K18950
1283076,K18950
12353,K18950
754037,K18950
1198014,K18950
573174,K18950
1307804,K18950
50948,K18950
1406783,K18950
1049283,K18950
1262539,K18950
1455074,K18950
926067,K18950
1481112,K18950
1495285,K18950
1446489,K18950
1430444,K18950
1391224,K18950
1527770,K18950
1555202,K18950
1204522,K18950
69609,K18950
1527524,K18950
31533,K18950
1357714,K18950
1391188,K18950
1541825,K18950
1551641,K18950
1540099,K18950
1206560,K18950
1351740,K18950
1434323,K18950
1567006,K18950
75320,K18950
36339,K18950
66711,K18950
2907963,K18950
1720504,K18950
2880362,K18950
1720500,K18950
1720494,K18950
1296655,K18950
1296656,K18950
1572715,K18950
1728958,K18950
2695836,K18950
1863008,K18950
1863007,K18950
1863009,K18950
1863010,K18950
1837867,K18950
1647411,K18950
1654926,K18950
1815590,K18950
1813783,K18950
1813782,K18950
238854,K18950
115991,K18950
321023,K18950
2911441,K18950
45406,K18950
448384,K18950
293178,K18950
2886918,K18950
2884427,K18950
10693,K18950
1914209,K18950
576789,K18950
576790,K18950
707757,K18950
698728,K18950
329381,K18950
645664,K18950
879628,K18950
879630,K18950
762660,K18950
760732,K18950
709484,K18950
760939,K18950
700939,K21523
2919552,K21523
2919549,K21523
1002725,K21523
10665,K21523
10665,K21523
10665,K21523
10665,K21523
1049283,K21523
1141138,K21523
1141141,K21523
1052121,K21523
1054834,K21523
1054480,K21523
1204516,K21523
1198013,K21523
1129147,K21523
1087482,K21523
12353,K21523
1198014,K21523
115992,K21523
1307804,K21523
50948,K21523
1262539,K21523
1455074,K21523
1430444,K21523
1481112,K21523
1495285,K21523
1391224,K21523
1204522,K21523
69609,K21523
1527524,K21523
31533,K21523
1541825,K21523
1551641,K21523
1222338,K21523
1445860,K21523
1204531,K21523
1206560,K21523
1351740,K21523
1540095,K21523
1434323,K21523
75320,K21523
36339,K21523
66711,K21523
2907963,K21523
1720504,K21523
1698360,K21523
1608310,K21523
2880362,K21523
1675607,K21523
1636250,K21523
1327935,K21523
1720500,K21523
1610855,K21523
1673871,K21523
1567026,K21523
1567027,K21523
1567028,K21523
1720494,K21523
1429794,K21523
1567029,K21523
1211280,K21523
1673887,K21523
1701810,K21523
1675602,K21523
1655305,K21523
1863008,K21523
1852628,K21523
1815631,K21523
1863007,K21523
1863009,K21523
1837867,K21523
1852625,K21523
1863011,K21523
1654926,K21523
1871313,K21523
1654928,K21523
1815590,K21523
1837931,K21523
1837930,K21523
115991,K21523
321023,K21523
2911441,K21523
45406,K21523
448384,K21523
293178,K21523
10693,K21523
1914209,K21523
576789,K21523
576790,K21523
707757,K21523
698728,K21523
329381,K21523
645664,K21523
879628,K21523
879630,K21523
762660,K21523
760732,K21523
709484,K21523
760939,K21523
700939,K21524
1002725,K21524
10665,K21524
1049283,K21524
1141141,K21524
1052121,K21524
1054834,K21524
1054480,K21524
1206558,K21524
1087482,K21524
12353,K21524
1455074,K21524
1430444,K21524
1481112,K21524
1495285,K21524
1391224,K21524
1204522,K21524
69609,K21524
31533,K21524
1541825,K21524
1551641,K21524
1445860,K21524
1204531,K21524
1206560,K21524
1351740,K21524
1540095,K21524
1434323,K21524
36339,K21524
66711,K21524
1720504,K21524
1698360,K21524
1608310,K21524
1636250,K21524
1720500,K21524
1589265,K21524
1673871,K21524
1567026,K21524
1567027,K21524
1567028,K21524
1720494,K21524
1429794,K21524
1567029,K21524
1675602,K21524
1655305,K21524
1863008,K21524
1852628,K21524
1815631,K21524
1863007,K21524
1863009,K21524
1837867,K21524
1852625,K21524
1863011,K21524
1654926,K21524
1654928,K21524
1815590,K21524
1837931,K21524
1837930,K21524
45406,K21524
293178,K21524
10693,K21524
1914209,K21524
576790,K21524
698728,K21524
645664,K21524
762660,K21524
760732,K21524
709484,K21524
760939,K21524
700939,K21522
10665,K21522
1052121,K21522
1054834,K21522
1054480,K21522
1206558,K21522
12353,K21522
1455074,K21522
1430444,K21522
1391224,K21522
1541825,K21522
1551641,K21522
1527519,K21522
1445860,K21522
1206560,K21522
1434323,K21522
36339,K21522
1720504,K21522
1608310,K21522
1720500,K21522
1589265,K21522
1673871,K21522
1567026,K21522
1567027,K21522
1567028,K21522
1720494,K21522
1567029,K21522
1655305,K21522
1863008,K21522
1815631,K21522
1863009,K21522
1863011,K21522
1815590,K21522
1837931,K21522
1837930,K21522
293178,K21522
10693,K21522
576790,K21522
698728,K21522
645664,K21522
709484,K21522
700939,K21499
2919552,K21499
2919549,K21499
1002725,K21499
10665,K21499
1049283,K21499
1141138,K21499
1141141,K21499
1052121,K21499
1054834,K21499
1054480,K21499
1204516,K21499
1198013,K21499
1206558,K21499
1129147,K21499
1087482,K21499
12353,K21499
1198014,K21499
115992,K21499
1307804,K21499
50948,K21499
1262539,K21499
1455074,K21499
926067,K21499
1481112,K21499
1495285,K21499
1430444,K21499
1391224,K21499
1204522,K21499
69609,K21499
1527524,K21499
31533,K21499
1541825,K21499
1551641,K21499
1222338,K21499
1445860,K21499
1204531,K21499
1206560,K21499
1351740,K21499
1540095,K21499
1434323,K21499
75320,K21499
36339,K21499
66711,K21499
2907963,K21499
1720504,K21499
1698360,K21499
1608310,K21499
2880362,K21499
1675607,K21499
1636250,K21499
1327935,K21499
1720500,K21499
1589265,K21499
1610855,K21499
1673871,K21499
1567026,K21499
1567027,K21499
1567028,K21499
1720494,K21499
1429794,K21499
1567029,K21499
1211280,K21499
1673887,K21499
1701810,K21499
1675602,K21499
1655305,K21499
1863008,K21499
1852628,K21499
1815631,K21499
1863007,K21499
1863009,K21499
1837867,K21499
1852625,K21499
1863011,K21499
1654926,K21499
1871313,K21499
1654928,K21499
1815590,K21499
1837931,K21499
1837930,K21499
115991,K21499
321023,K21499
2911441,K21499
45406,K21499
448384,K21499
293178,K21499
10693,K21499
1914209,K21499
576789,K21499
576790,K21499
707757,K21499
698728,K21499
329381,K21499
645664,K21499
879628,K21499
879630,K21499
762660,K21499
760732,K21499
709484,K21499
760939,K21499
700939,K18959
2919552,K18959
2919549,K18959
444860,K18959
445700,K18959
445700,K18959
445683,K18959
444859,K18959
444862,K18959
445696,K18959
444878,K18959
445684,K18959
445686,K18959
444861,K18959
445685,K18959
445688,K18959
1987993,K18959
857312,K18959
1002725,K18959
1026955,K18959
2885915,K18959
1094892,K18959
1080800,K18959
764595,K18959
2885911,K18959
2886902,K18959
10665,K18959
1049283,K18959
1177632,K18959
1136731,K18959
1126950,K18959
1141133,K18959
57477,K18959
1229752,K18959
1141136,K18959
1141138,K18959
1141141,K18959
1079999,K18959
1079998,K18959
760530,K18959
926589,K18959
941058,K18959
1052121,K18959
1052121,K18959
1054834,K18959
1054480,K18959
2881391,K18959
1136534,K18959
1150991,K18959
1147094,K18959
2927988,K18959
2927988,K18959
1108865,K18959
1204516,K18959
1198013,K18959
1239383,K18959
1206558,K18959
1204528,K18959
1262513,K18959
1204533,K18959
1129147,K18959
1091052,K18959
1087482,K18959
1087482,K18959
869724,K18959
1283076,K18959
12353,K18959
754037,K18959
889956,K18959
754042,K18959
929832,K18959
869662,K18959
536466,K18959
1198014,K18959
1168744,K18959
1195072,K18959
536444,K18959
536474,K18959
573174,K18959
115992,K18959
536453,K18959
754038,K18959
754039,K18959
1307804,K18959
207656,K18959
1382932,K18959
2169687,K18959
1173766,K18959
50948,K18959
1406783,K18959
1041527,K18959
1041526,K18959
1007127,K18959
1406791,K18959
1406781,K18959
1406785,K18959
1406794,K18959
1277886,K18959
1262539,K18959
1450142,K18959
1455074,K18959
1340812,K18959
1340810,K18959
926067,K18959
2884420,K18959
2884420,K18959
1458849,K18959
1406795,K18959
1446492,K18959
1481112,K18959
1495285,K18959
584892,K18959
1430444,K18959
1486660,K18959
1486658,K18959
1486661,K18959
1486659,K18959
1486657,K18959
2928685,K18959
1486421,K18959
1486422,K18959
1173764,K18959
1458855,K18959
1486413,K18959
1486662,K18959
1527469,K18959
1391224,K18959
1527770,K18959
1526408,K18959
1526408,K18959
1555202,K18959
1204522,K18959
69609,K18959
1477406,K18959
1527524,K18959
31533,K18959
1524910,K18959
1262512,K18959
1357714,K18959
1391188,K18959
1541825,K18959
1541821,K18959
1204523,K18959
1551641,K18959
75320,K18959
2907963,K18959
2880362,K18959
2892344,K18959
238854,K18959
268746,K18959
268747,K18959
115991,K18959
321023,K18959
2911441,K18959
382359,K18959
45406,K18959
2908167,K18959
2908166,K18959
2908169,K18959
448384,K18959
442493,K18959
293178,K18959
346881,K18959
346882,K18959
346883,K18959
346884,K18959
512792,K18959
2884427,K18959
2892342,K18959
10693,K18959
1914209,K18959
576789,K18959
576790,K18959
555387,K18959
637730,K18959
665032,K18959
707757,K18959
176106,K18959
698728,K18959
329381,K18959
645664,K18959
879628,K18959
879630,K18959
762660,K18959
760732,K18959
709484,K18959
760939,K18959
1002725,K05345
10665,K05345
1141141,K05345
1054834,K05345
1054480,K05345
