taxid,ko
333769,K21808
990303,K21810
333767,K21810
10570,K21810
333760,K21810
337042,K21810
337043,K21810
10600,K21810
333759,K21810
333763,K21810
333764,K21810
10620,K21810
333762,K21810
1671798,K21810
333769,K21810
990303,K21811
333767,K21811
10570,K21811
333760,K21811
337042,K21811
337043,K21811
10600,K21811
333759,K21811
333763,K21811
333764,K21811
333765,K21811
10620,K21811
333762,K21811
1671798,K21811
333769,K21811
990303,K21812
333760,K21812
337042,K21812
990303,K21807
706525,K21807
706527,K21807
333767,K21807
10570,K21807
333760,K21807
337042,K21807
337043,K21807
10600,K21807
333759,K21807
333763,K21807
333764,K21807
333765,K21807
10620,K21807
333762,K21807
1671798,K21807
461322,K21807
333769,K21807
990303,K21809
333767,K21809
10570,K21809
333760,K21809
337042,K21809
337043,K21809
10600,K21809
333759,K21809
333763,K21809
333764,K21809
333765,K21809
10620,K21809
333762,K21809
1671798,K21809
333769,K21809
10310,K19441
10325,K19441
332937,K19441
1343901,K19441
10298,K19441
10317,K19441
340907,K19441
10310,K19445
10310,K19445
10325,K19445
10325,K19445
332937,K19445
332937,K19445
1343901,K19445
1343901,K19445
10298,K19445
10298,K19445
10317,K19445
10317,K19445
340907,K19445
340907,K19445
10353,K19445
10353,K19445
10310,K19437
10310,K19437
332937,K19437
332937,K19437
1343901,K19437
1343901,K19437
10298,K19437
10298,K19437
10310,K19443
10325,K19443
332937,K19443
1343901,K19443
10298,K19443
10317,K19443
340907,K19443
10353,K19443
10310,K19448
10325,K19448
332937,K19448
1343901,K19448
10298,K19448
10345,K19448
10317,K19448
340907,K19448
35250,K19448
10353,K19448
10310,K25235
10325,K25235
332937,K25235
1343901,K25235
137443,K25235
481315,K25235
10298,K25235
10317,K25235
35243,K25235
340907,K25235
10353,K25235
10310,K19439
10325,K19439
332937,K19439
1343901,K19439
10298,K19439
10317,K19439
340907,K19439
10353,K19439
10310,K19440
10325,K19440
332937,K19440
1343901,K19440
10298,K19440
10317,K19440
340907,K19440
10310,K19447
10325,K19447
332937,K19447
1343901,K19447
10298,K19447
10317,K19447
340907,K19447
10353,K19447
10310,K25237
10325,K25237
332937,K25237
1343901,K25237
137443,K25237
481315,K25237
10298,K25237
10317,K25237
35243,K25237
340907,K25237
10353,K25237
10310,K19436
10310,K19436
10325,K19436
10325,K19436
332937,K19436
332937,K19436
10298,K19436
10298,K19436
10317,K19436
10317,K19436
340907,K19436
340907,K19436
10310,K25236
10325,K25236
332937,K25236
1343901,K25236
137443,K25236
481315,K25236
10298,K25236
10317,K25236
35243,K25236
340907,K25236
10353,K25236
10310,K25238
10325,K25238
332937,K25238
1343901,K25238
10298,K25238
137443,K25238
481315,K25238
10317,K25238
35243,K25238
340907,K25238
10353,K25238
10310,K19438
10325,K19438
332937,K19438
10298,K19438
340907,K19438
10310,K19442
10325,K19442
332937,K19442
1343901,K19442
10298,K19442
10317,K19442
340907,K19442
10353,K19442
39637,K21501
10310,K21501
10320,K21501
10325,K21501
10331,K21501
10335,K21501
332937,K21501
1343901,K21501
1510155,K21501
80341,K21501
2560801,K21501
50294,K21501
137443,K21501
481315,K21501
10298,K21501
170325,K21501
10326,K21501
10345,K21501
10317,K21501
10386,K21501
340907,K21501
10390,K21501
55744,K21501
104388,K21501
10334,K21501
35250,K21501
37108,K21501
35246,K21501
10353,K21501
10310,K23212
10325,K23212
332937,K23212
137443,K23212
481315,K23212
10298,K23212
10317,K23212
35243,K23212
340907,K23212
10353,K23212
10310,K19444
10325,K19444
332937,K19444
1343901,K19444
10298,K19444
10317,K19444
340907,K19444
10353,K19444
1605972,K19255
39637,K19255
1261657,K19255
85618,K19255
12657,K19255
10310,K19255
10325,K19255
10326,K19255
10331,K19255
10335,K19255
32603,K19255
32604,K19255
33708,K19255
146015,K19255
1608255,K19255
10381,K19255
332937,K19255
1504288,K19255
1343901,K19255
138184,K19255
1510155,K19255
768738,K19255
80341,K19255
10298,K19255
50294,K19255
45455,K19255
10345,K19255
10317,K19255
10386,K19255
10372,K19255
10366,K19255
10376,K19255
340907,K19255
10320,K19255
10390,K19255
37296,K19255
12509,K19255
55744,K19255
104388,K19255
10334,K19255
35252,K19255
35250,K19255
37108,K19255
10385,K19255
35246,K19255
154334,K19255
106331,K19255
10353,K19255
39637,K19256
10310,K19256
10325,K19256
10326,K19256
10331,K19256
332937,K19256
1343901,K19256
80341,K19256
10298,K19256
10345,K19256
10317,K19256
340907,K19256
10320,K19256
55744,K19256
10353,K19256
10310,K19264
10325,K19264
332937,K19264
1343901,K19264
10298,K19264
10317,K19264
340907,K19264
10310,K19434
10325,K19434
332937,K19434
1343901,K19434
10298,K19434
137443,K19434
10317,K19434
340907,K19434
10353,K19434
10310,K19435
10325,K19435
332937,K19435
1343901,K19435
10298,K19435
10317,K19435
340907,K19435
10353,K19435
10310,K19446
332937,K19446
10298,K19446
10359,K21046
50290,K22782
1535247,K22782
50292,K22782
47929,K22782
10359,K22782
1919083,K22782
188763,K22782
10359,K21043
10359,K21047
10359,K21041
10359,K21041
10359,K21042
10359,K21044
1667587,K21049
50292,K21049
47929,K21049
10359,K21049
1919083,K21049
188763,K21049
50290,K22780
1535247,K22780
1667587,K22780
50292,K22780
47929,K22780
10359,K22780
1919083,K22780
188763,K22780
50290,K22779
1535247,K22779
50292,K22779
47929,K22779
10359,K22779
1919083,K22779
188763,K22779
50290,K21045
1535247,K21045
50292,K21045
47929,K21045
47929,K21045
10359,K21045
188763,K21045
50290,K25239
1535247,K25239
1667587,K25239
50292,K25239
47929,K25239
10359,K25239
1919083,K25239
188763,K25239
50290,K21078
1535247,K21078
33706,K21078
1667587,K21078
50292,K21078
47929,K21078
10359,K21078
10359,K21078
10366,K21078
10397,K21078
188763,K21078
188763,K21078
79700,K21078
50290,K25241
1535247,K25241
1667587,K25241
50292,K25241
47929,K25241
10359,K25241
1919083,K25241
188763,K25241
50290,K25242
1535247,K25242
1667587,K25242
50292,K25242
47929,K25242
10359,K25242
1919083,K25242
188763,K25242
50290,K25240
1535247,K25240
1667587,K25240
50292,K25240
47929,K25240
10359,K25240
1919083,K25240
188763,K25240
50290,K25243
1535247,K25243
50292,K25243
47929,K25243
10359,K25243
1919083,K25243
188763,K25243
10359,K22784
188763,K22784
10359,K21050
188763,K21050
10359,K21051
10359,K22787
188763,K22787
10359,K22785
188763,K22785
10359,K22786
188763,K22786
10359,K21048
10359,K22783
188763,K22783
10359,K22781
188763,K22781
50290,K19257
1535247,K19257
1261657,K19257
85618,K19257
33706,K19257
12657,K19257
32603,K19257
32604,K19257
33708,K19257
146015,K19257
1608255,K19257
10381,K19257
1504288,K19257
138184,K19257
768738,K19257
45455,K19257
47929,K19257
10359,K19257
10372,K19257
10366,K19257
10376,K19257
12509,K19257
35252,K19257
10385,K19257
10397,K19257
154334,K19257
188763,K19257
79700,K19257
106331,K19257
50290,K22773
1535247,K22773
33706,K22773
1667587,K22773
50292,K22773
47929,K22773
10359,K22773
1919083,K22773
10397,K22773
188763,K22773
79700,K22773
944969,K25798
1667587,K25798
50292,K25798
47929,K25798
10359,K25798
1919083,K25798
188763,K25798
50290,K22777
1535247,K22777
1667587,K22777
50292,K22777
47929,K22777
10359,K22777
1919083,K22777
188763,K22777
50290,K22778
1535247,K22778
1667587,K22778
50292,K22778
47929,K22778
10359,K22778
1919083,K22778
188763,K22778
10359,K25799
188763,K25799
10359,K25800
188763,K25800
10359,K22789
188763,K22789
10359,K22774
188763,K22774
50290,K22775
1535247,K22775
1667587,K22775
50292,K22775
10359,K22775
1919083,K22775
10397,K22775
188763,K22775
50290,K22788
1535247,K22788
50292,K22788
47929,K22788
10359,K22788
1919083,K22788
188763,K22788
50290,K22776
1535247,K22776
1667587,K22776
50292,K22776
47929,K22776
10359,K22776
1919083,K22776
188763,K22776
32603,K25249
32604,K25249
1608255,K25249
1846169,K25249
1940555,K25249
10372,K25249
32603,K25251
32604,K25251
1608255,K25251
1846169,K25251
1940555,K25251
10372,K25251
32603,K25252
32604,K25252
1608255,K25252
1846169,K25252
1940555,K25252
10372,K25252
32603,K25250
32604,K25250
1608255,K25250
1846169,K25250
1940555,K25250
10372,K25250
32603,K25253
32604,K25253
1608255,K25253
1846169,K25253
1940555,K25253
10372,K25253
32603,K23392
32604,K21040
32603,K23431
32604,K23431
32603,K23433
32604,K23433
32603,K24959
32604,K24959
32603,K24960
32604,K24960
32603,K24961
32604,K24961
1846169,K23432
10372,K23432
1846169,K23434
10372,K23434
880159,K18964
880162,K18964
880161,K18964
696472,K18964
1605972,K18964
1094892,K18964
180230,K18964
50290,K18964
1535247,K18964
39637,K18964
317858,K18964
317878,K18964
1261657,K18964
1269028,K18964
83191,K18964
83191,K18964
85618,K18964
33706,K18964
12657,K18964
10310,K18964
10320,K18964
10325,K18964
10326,K18964
10331,K18964
10335,K18964
32603,K18964
28321,K18964
28321,K18964
32604,K18964
33708,K18964
755272,K18964
146015,K18964
10288,K18964
1293539,K18964
1608255,K18964
10381,K18964
332937,K18964
1504288,K18964
1343901,K18964
138184,K18964
1510155,K18964
1474867,K18964
1474867,K18964
768738,K18964
80341,K18964
10371,K18964
1605721,K18964
1667587,K18964
50292,K18964
1663208,K18964
1663209,K18964
1663210,K18964
1452540,K18964
1586714,K18964
1586714,K18964
1586713,K18964
2560801,K18964
548914,K18964
50294,K18964
70564,K18964
10398,K18964
137443,K18964
1780507,K18964
481315,K18964
10298,K18964
170325,K18964
1846169,K18964
45455,K18964
10345,K18964
47929,K18964
1917232,K18964
10359,K18964
1919083,K18964
2560777,K18964
1940555,K18964
10317,K18964
1859492,K18964
93386,K18964
10386,K18964
35243,K18964
10372,K18964
2022783,K18964
181082,K18964
10376,K18964
340907,K18964
10390,K18964
37296,K18964
12509,K18964
389214,K18964
399781,K18964
322019,K18964
46021,K18964
380598,K18964
1785753,K18964
39420,K18964
55744,K18964
104388,K18964
642926,K18964
10334,K18964
150286,K18964
35252,K18964
35250,K18964
10506,K18964
37108,K18964
10385,K18964
35246,K18964
37665,K18964
10397,K18964
154334,K18964
188763,K18964
79700,K18964
106331,K18964
10353,K18964
212035,K18964
1605972,K21075
50290,K21075
1535247,K21075
39637,K21075
1261657,K21075
85618,K21075
33706,K21075
10310,K21075
10325,K21075
10326,K21075
10331,K21075
10335,K21075
32603,K21075
32604,K21075
33708,K21075
146015,K21075
1608255,K21075
10381,K21075
10385,K21075
332937,K21075
1504288,K21075
1343901,K21075
138184,K21075
1510155,K21075
768738,K21075
80341,K21075
10371,K21075
1667587,K21075
50292,K21075
1452540,K21075
548914,K21075
10398,K21075
137443,K21075
1780507,K21075
481315,K21075
10298,K21075
170325,K21075
1846169,K21075
10345,K21075
47929,K21075
10359,K21075
1919083,K21075
2560777,K21075
1940555,K21075
10317,K21075
93386,K21075
35243,K21075
10372,K21075
35244,K21075
340907,K21075
202910,K21075
2035399,K21075
2054179,K21075
10320,K21075
10390,K21075
55744,K21075
104388,K21075
10334,K21075
35252,K21075
35250,K21075
37108,K21075
35246,K21075
10397,K21075
154334,K21075
188763,K21075
79700,K21075
106331,K21075
10353,K21075
10310,K23382
10325,K23382
332937,K23382
1343901,K23382
481315,K23382
10298,K23382
10317,K23382
340907,K23382
931972,K25066
190065,K25066
190063,K25066
995022,K25066
1520002,K25066
189830,K25066
651580,K25066
696069,K25066
310540,K25066
1520004,K25066
2758098,K25066
1123958,K25066
1193422,K25066
41678,K25066
111167,K25066
129875,K25066
129956,K25066
585059,K25066
190061,K25066
190064,K25066
10537,K25066
1298385,K25066
994672,K25066
172861,K25066
909210,K25066
114102,K25066
130328,K25066
1408257,K25066
1408258,K25066
943083,K25066
764030,K25066
1520006,K25066
874272,K25066
1560346,K25066
1580497,K25066
108098,K25066
67603,K25066
1641642,K25066
38432,K25066
1715778,K25066
38416,K25066
413258,K25066
10510,K25066
129951,K25066
130309,K25066
1788436,K25066
1788432,K25066
1788433,K25066
46916,K25066
1788434,K25066
1788435,K25066
130499,K25066
130308,K25066
1907767,K25066
1923976,K25066
1986505,K25066
2773314,K25066
78522,K25066
1986506,K25066
172862,K25066
1714377,K25066
2169709,K25066
507488,K25066
1434088,K25066
2015376,K25066
2170000,K25066
676130,K25066
150098,K25066
2250215,K25066
1714377,K25066
130310,K25066
108098,K25066
573199,K25066
38420,K25066
45370,K25066
114430,K25066
878329,K25066
931972,K21076
995022,K21076
651580,K21076
696069,K21076
310540,K21076
2758098,K21076
1123958,K21076
129875,K21076
129956,K21076
585059,K21076
10537,K21076
1298385,K21076
994672,K21076
909210,K21076
943083,K21076
1560346,K21076
108098,K21076
67603,K21076
1641642,K21076
38432,K21076
1715778,K21076
38416,K21076
413258,K21076
10510,K21076
129951,K21076
130309,K21076
1788436,K21076
1788432,K21076
1788433,K21076
46916,K21076
1788434,K21076
1788435,K21076
130308,K21076
130310,K21076
108098,K21076
573199,K21076
38420,K21076
45370,K21076
995022,K19262
995022,K19262
651580,K19262
696069,K19262
310540,K19262
310540,K19262
2758098,K19262
1123958,K19262
129875,K19262
585059,K19262
10537,K19262
1298385,K19262
1298385,K19262
994672,K19262
909210,K19262
10510,K19262
129951,K19262
130309,K19262
130309,K19262
130308,K19262
130310,K19262
38420,K19262
45370,K19262
931972,K21923
190065,K21923
190063,K21923
995022,K21923
1520002,K21923
189830,K21923
651580,K21923
696069,K21923
310540,K21923
1520004,K21923
2758098,K21923
1123958,K21923
1193422,K21923
111167,K21923
129875,K21923
129956,K21923
585059,K21923
190064,K21923
10537,K21923
1298385,K21923
994672,K21923
172861,K21923
909210,K21923
41678,K21923
114102,K21923
114429,K21923
130328,K21923
190061,K21923
1408257,K21923
1408258,K21923
943083,K21923
764030,K21923
1520006,K21923
874272,K21923
1560346,K21923
1580497,K21923
108098,K21923
67603,K21923
1641642,K21923
38432,K21923
1715778,K21923
38416,K21923
413258,K21923
10510,K21923
129951,K21923
130309,K21923
1788436,K21923
1788432,K21923
1788433,K21923
46916,K21923
1788434,K21923
1788435,K21923
130499,K21923
130308,K21923
1907767,K21923
1923976,K21923
1986505,K21923
2773314,K21923
78522,K21923
1986506,K21923
130310,K21923
108098,K21923
573199,K21923
45370,K21923
114430,K21923
878329,K21923
931972,K25256
995022,K25256
651580,K25256
696069,K25256
310540,K25256
2758098,K25256
1123958,K25256
129875,K25256
585059,K25256
10537,K25256
1298385,K25256
994672,K25256
909210,K25256
943083,K25256
1560346,K25256
108098,K25256
67603,K25256
1641642,K25256
38432,K25256
1715778,K25256
38416,K25256
413258,K25256
10510,K25256
130309,K25256
1788436,K25256
1788432,K25256
1788433,K25256
46916,K25256
1788434,K25256
1788435,K25256
130308,K25256
1923976,K25256
1986505,K25256
2773314,K25256
1986506,K25256
1714377,K25256
507488,K25256
2015376,K25256
2170000,K25256
2250215,K25256
1714377,K25256
129951,K25256
130310,K25256
108098,K25256
573199,K25256
38420,K25256
45370,K25256
995022,K25257
651580,K25257
310540,K25257
1123958,K25257
129875,K25257
585059,K25257
1298385,K25257
994672,K25257
909210,K25257
114429,K25257
943083,K25257
1560346,K25257
108098,K25257
38432,K25257
1715778,K25257
38416,K25257
413258,K25257
10510,K25257
129951,K25257
130309,K25257
1788436,K25257
1788432,K25257
1788433,K25257
1788434,K25257
1788435,K25257
130308,K25257
1923976,K25257
38420,K25257
1986505,K25257
1986506,K25257
507488,K25257
2170000,K25257
2250215,K25257
47680,K25257
130310,K25257
108098,K25257
45370,K25257
931972,K25258
995022,K25258
651580,K25258
696069,K25258
310540,K25258
2758098,K25258
1123958,K25258
129875,K25258
585059,K25258
10537,K25258
1298385,K25258
994672,K25258
909210,K25258
114429,K25258
129956,K25258
943083,K25258
1560346,K25258
108098,K25258
67603,K25258
1641642,K25258
38432,K25258
1715778,K25258
38416,K25258
413258,K25258
10510,K25258
129951,K25258
130309,K25258
1788436,K25258
1788432,K25258
1788433,K25258
46916,K25258
1788434,K25258
1788435,K25258
130308,K25258
1923976,K25258
38420,K25258
1986505,K25258
2773314,K25258
1986506,K25258
1714377,K25258
507488,K25258
2015376,K25258
2170000,K25258
2250215,K25258
47680,K25258
1714377,K25258
130310,K25258
108098,K25258
573199,K25258
573199,K25258
45370,K25258
995022,K25259
651580,K25259
696069,K25259
310540,K25259
2758098,K25259
1123958,K25259
129875,K25259
129956,K25259
585059,K25259
10537,K25259
1298385,K25259
994672,K25259
909210,K25259
943083,K25259
1560346,K25259
108098,K25259
67603,K25259
1641642,K25259
38432,K25259
1715778,K25259
38416,K25259
413258,K25259
10510,K25259
129951,K25259
130309,K25259
1788436,K25259
1788432,K25259
1788433,K25259
46916,K25259
1788434,K25259
1788435,K25259
130308,K25259
1923976,K25259
38420,K25259
1986505,K25259
2773314,K25259
1986506,K25259
507488,K25259
2015376,K25259
2170000,K25259
2250215,K25259
1714377,K25259
130310,K25259
108098,K25259
573199,K25259
45370,K25259
45370,K25259
2035845,K19248
943908,K19248
493803,K19248
1891761,K19248
1203539,K19248
881945,K19248
1891719,K19248
1236398,K19248
1236391,K19248
1236392,K19248
1891736,K19248
1236407,K19248
1891737,K19248
1891738,K19248
1891739,K19248
1276181,K19248
2035998,K19248
1891718,K19248
1891722,K19248
1891769,K19248
1891773,K19248
2035999,K19248
1277649,K19248
208491,K19248
133789,K19248
10632,K19248
12480,K19248
1303334,K19248
1399914,K19248
1394033,K19248
1219896,K19248
1497391,K19248
928211,K19248
1891735,K19248
928214,K19248
1578134,K19248
1286213,K19248
1891768,K19248
1891758,K19248
1891720,K19248
1891756,K19248
1236395,K19248
179241,K19248
1891764,K19248
46771,K19248
349563,K19248
349564,K19248
440266,K19248
452475,K19248
563775,K19248
1604874,K19248
862909,K19248
715223,K19248
1579460,K22612
10258,K22612
129727,K22612
187984,K22612
129726,K22612
129726,K22612
10243,K21538
10243,K21538
10243,K21538
10243,K21538
10255,K21538
10271,K21538
10271,K21538
10273,K21538
10256,K21538
10256,K21538
160796,K21538
160796,K21538
28874,K21538
28874,K21538
28874,K21538
2025359,K21538
2025359,K21538
2025359,K21538
2025359,K21538
2025359,K21538
2025360,K21538
2025360,K21538
2025360,K21538
619591,K21538
619591,K21538
10273,K21538
28873,K21538
28873,K21538
12643,K21538
12643,K21538
10243,K23381
10243,K23381
10255,K23381
10245,K23381
10245,K23381
619591,K23381
619591,K23381
28873,K23381
28873,K23381
12643,K23381
12643,K23381
38804,K23427
38804,K23427
305674,K23427
305674,K23427
376852,K23427
132475,K23427
132475,K23427
376849,K23427
10266,K23427
132475,K23426
38804,K23428
132475,K23428
1076255,K21516
10243,K21516
10255,K21516
10256,K21516
160796,K21516
28874,K21516
10245,K21516
28871,K21516
619591,K21516
28873,K21516
12643,K21516
1076255,K25273
930275,K25273
83191,K25273
10243,K25273
10255,K25273
10261,K25273
10271,K25273
10280,K25273
28321,K25273
10288,K25273
1293539,K25273
1293572,K25273
1293540,K25273
240426,K25273
62099,K25273
10264,K25273
648998,K25273
1579460,K25273
10256,K25273
1680908,K25273
336486,K25273
44088,K25273
1873698,K25273
160796,K25273
28874,K25273
38804,K25273
10258,K25273
129727,K25273
67082,K25273
187984,K25273
305674,K25273
2025359,K25273
2025360,K25273
1329402,K25273
2059380,K25273
1416741,K25273
10245,K25273
28871,K25273
1285600,K25273
376852,K25273
1566307,K25273
2042482,K25273
2200830,K25273
2478919,K25273
129726,K25273
132475,K25273
376849,K25273
619591,K25273
10273,K25273
10276,K25273
28873,K25273
10266,K25273
12643,K25273
1076255,K25274
930275,K25274
83191,K25274
10243,K25274
10255,K25274
10261,K25274
10271,K25274
10280,K25274
28321,K25274
10288,K25274
1293539,K25274
1293572,K25274
1293540,K25274
240426,K25274
62099,K25274
10264,K25274
648998,K25274
1579460,K25274
10256,K25274
1680908,K25274
336486,K25274
44088,K25274
1873698,K25274
160796,K25274
28874,K25274
38804,K25274
10258,K25274
129727,K25274
67082,K25274
187984,K25274
305674,K25274
2025359,K25274
2025360,K25274
1329402,K25274
2059380,K25274
1416741,K25274
10245,K25274
28871,K25274
1285600,K25274
376852,K25274
1566307,K25274
2042482,K25274
2200830,K25274
2478919,K25274
129726,K25274
132475,K25274
376849,K25274
619591,K25274
10273,K25274
10276,K25274
28873,K25274
10266,K25274
12643,K25274
1076255,K25275
930275,K25275
10243,K25275
10255,K25275
10261,K25275
10271,K25275
10280,K25275
240426,K25275
10264,K25275
648998,K25275
1579460,K25275
10256,K25275
336486,K25275
44088,K25275
1873698,K25275
160796,K25275
28874,K25275
38804,K25275
10258,K25275
129727,K25275
67082,K25275
187984,K25275
305674,K25275
2025359,K25275
2025360,K25275
1329402,K25275
2059380,K25275
1416741,K25275
10245,K25275
28871,K25275
1285600,K25275
376852,K25275
129726,K25275
132475,K25275
376849,K25275
619591,K25275
10273,K25275
10276,K25275
28873,K25275
10266,K25275
12643,K25275
1076255,K25276
930275,K25276
10243,K25276
10255,K25276
10261,K25276
10271,K25276
10280,K25276
240426,K25276
10264,K25276
648998,K25276
1579460,K25276
10256,K25276
336486,K25276
44088,K25276
1873698,K25276
160796,K25276
28874,K25276
38804,K25276
10258,K25276
129727,K25276
67082,K25276
187984,K25276
305674,K25276
2025359,K25276
2025360,K25276
1329402,K25276
2059380,K25276
1416741,K25276
10245,K25276
28871,K25276
1285600,K25276
376852,K25276
129726,K25276
132475,K25276
376849,K25276
619591,K25276
10273,K25276
10276,K25276
28873,K25276
10266,K25276
12643,K25276
1076255,K25277
930275,K25277
10243,K25277
10255,K25277
10261,K25277
10271,K25277
10280,K25277
240426,K25277
10264,K25277
648998,K25277
1579460,K25277
10256,K25277
1680908,K25277
336486,K25277
44088,K25277
1873698,K25277
160796,K25277
28874,K25277
38804,K25277
10258,K25277
129727,K25277
67082,K25277
187984,K25277
305674,K25277
2025359,K25277
2025360,K25277
1329402,K25277
2059380,K25277
1416741,K25277
10245,K25277
1285600,K25277
376852,K25277
129726,K25277
132475,K25277
376849,K25277
619591,K25277
10273,K25277
10276,K25277
28873,K25277
10266,K25277
12643,K25277
1076255,K25278
930275,K25278
10243,K25278
10255,K25278
10261,K25278
10271,K25278
10280,K25278
240426,K25278
10264,K25278
648998,K25278
1579460,K25278
10256,K25278
1680908,K25278
44088,K25278
1873698,K25278
160796,K25278
28874,K25278
38804,K25278
10258,K25278
129727,K25278
67082,K25278
305674,K25278
2025359,K25278
2025360,K25278
1329402,K25278
2059380,K25278
1416741,K25278
10245,K25278
28871,K25278
1285600,K25278
376852,K25278
129726,K25278
132475,K25278
376849,K25278
619591,K25278
10273,K25278
10276,K25278
28873,K25278
10266,K25278
12643,K25278
1076255,K25279
930275,K25279
10243,K25279
10255,K25279
10261,K25279
10271,K25279
10280,K25279
240426,K25279
62099,K25279
10264,K25279
648998,K25279
1579460,K25279
10256,K25279
1680908,K25279
336486,K25279
44088,K25279
1873698,K25279
160796,K25279
28874,K25279
38804,K25279
10258,K25279
129727,K25279
67082,K25279
187984,K25279
305674,K25279
2025359,K25279
2025360,K25279
1329402,K25279
2059380,K25279
1416741,K25279
10245,K25279
28871,K25279
1285600,K25279
376852,K25279
129726,K25279
132475,K25279
376849,K25279
619591,K25279
10273,K25279
10276,K25279
28873,K25279
10266,K25279
12643,K25279
1076255,K21081
930275,K21081
10243,K21081
10255,K21081
10261,K21081
10271,K21081
10280,K21081
240426,K21081
10264,K21081
648998,K21081
1579460,K21081
10256,K21081
1680908,K21081
336486,K21081
44088,K21081
1873698,K21081
160796,K21081
28874,K21081
38804,K21081
10258,K21081
129727,K21081
187984,K21081
305674,K21081
2025359,K21081
2025360,K21081
1329402,K21081
2059380,K21081
1416741,K21081
10245,K21081
28871,K21081
1285600,K21081
376852,K21081
129726,K21081
132475,K21081
376849,K21081
619591,K21081
10273,K21081
10276,K21081
28873,K21081
10266,K21081
12643,K21081
10243,K25268
10255,K25268
10256,K25268
160796,K25268
28874,K25268
10245,K25268
28871,K25268
619591,K25268
28873,K25268
12643,K25268
1076255,K21315
930275,K21315
10243,K21315
10255,K21315
10261,K21315
10271,K21315
10280,K21315
240426,K21315
10264,K21315
648998,K21315
1579460,K21315
10256,K21315
336486,K21315
44088,K21315
1873698,K21315
160796,K21315
28874,K21315
38804,K21315
10258,K21315
129727,K21315
67082,K21315
305674,K21315
10245,K21315
28871,K21315
1285600,K21315
376852,K21315
129726,K21315
132475,K21315
376849,K21315
619591,K21315
10273,K21315
10276,K21315
28873,K21315
10266,K21315
12643,K21315
1076255,K21506
10243,K21506
10255,K21506
10256,K21506
160796,K21506
28874,K21506
10245,K21506
28871,K21506
619591,K21506
28873,K21506
12643,K21506
1076255,K21518
10243,K21518
10255,K21518
10256,K21518
160796,K21518
28874,K21518
10245,K21518
28871,K21518
619591,K21518
28873,K21518
12643,K21518
10243,K25266
10255,K25266
10256,K25266
160796,K25266
28874,K25266
10245,K25266
28871,K25266
2200830,K25266
2478919,K25266
619591,K25266
28873,K25266
12643,K25266
1076255,K25927
930275,K25927
10243,K25927
10255,K25927
10261,K25927
10271,K25927
10280,K25927
240426,K25927
10264,K25927
648998,K25927
1579460,K25927
10256,K25927
336486,K25927
44088,K25927
1873698,K25927
160796,K25927
28874,K25927
38804,K25927
10258,K25927
129727,K25927
187984,K25927
305674,K25927
2025359,K25927
2025360,K25927
1329402,K25927
2059380,K25927
1416741,K25927
10245,K25927
28871,K25927
376852,K25927
1566307,K25927
2042482,K25927
2200830,K25927
2478919,K25927
129726,K25927
132475,K25927
376849,K25927
619591,K25927
10273,K25927
10276,K25927
28873,K25927
10266,K25927
12643,K25927
1076255,K21517
10243,K21517
10255,K21517
10256,K21517
160796,K21517
28874,K21517
10245,K21517
28871,K21517
619591,K21517
28873,K21517
12643,K21517
1076255,K21505
10243,K21505
10255,K21505
10256,K21505
160796,K21505
28874,K21505
10245,K21505
28871,K21505
619591,K21505
28873,K21505
12643,K21505
10243,K21519
10255,K21519
10256,K21519
160796,K21519
28874,K21519
10245,K21519
28871,K21519
619591,K21519
28873,K21519
12643,K21519
10243,K25267
10255,K25267
10256,K25267
160796,K25267
28874,K25267
10245,K25267
28871,K25267
619591,K25267
28873,K25267
12643,K25267
1076255,K21082
930275,K21082
10243,K21082
10255,K21082
10271,K21082
240426,K21082
10256,K21082
160796,K21082
28874,K21082
38804,K21082
67082,K21082
305674,K21082
2025359,K21082
2025360,K21082
1329402,K21082
10245,K21082
28871,K21082
376852,K21082
132475,K21082
376849,K21082
619591,K21082
10273,K21082
10276,K21082
28873,K21082
10266,K21082
12643,K21082
10243,K25269
10255,K25269
10256,K25269
160796,K25269
28874,K25269
10245,K25269
28871,K25269
619591,K25269
28873,K25269
12643,K25269
1076255,K21080
930275,K21080
10243,K21080
10255,K21080
10261,K21080
10271,K21080
10280,K21080
240426,K21080
10264,K21080
648998,K21080
1579460,K21080
10256,K21080
336486,K21080
44088,K21080
1873698,K21080
160796,K21080
28874,K21080
38804,K21080
10258,K21080
129727,K21080
187984,K21080
305674,K21080
2025359,K21080
2025360,K21080
1329402,K21080
2059380,K21080
1416741,K21080
10245,K21080
28871,K21080
1285600,K21080
376852,K21080
129726,K21080
132475,K21080
376849,K21080
619591,K21080
10273,K21080
10276,K21080
28873,K21080
10266,K21080
12643,K21080
10243,K25270
10255,K25270
10256,K25270
160796,K25270
28874,K25270
10245,K25270
28871,K25270
619591,K25270
28873,K25270
12643,K25270
10243,K21537
10255,K21537
10256,K21537
160796,K21537
28874,K21537
10245,K21537
28871,K21537
619591,K21537
28873,K21537
12643,K21537
10243,K21536
10255,K21536
160796,K21536
28874,K21536
10245,K21536
10245,K21536
28871,K21536
619591,K21536
28873,K21536
10255,K12969
10245,K12969
10255,K25071
10256,K25071
160796,K25071
28874,K25071
10245,K25071
28871,K25071
619591,K25071
28873,K25071
10243,K19263
10255,K19263
10245,K19263
28871,K19263
619591,K19263
28873,K19263
12643,K19263
10243,K24601
